"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","rp_3_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"6324","The Blue Devils","171","170.5","1696","1837","27.1","95.7","47.8","0.48","0.24","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","45-22-0","0.672"
"2935","NACI Robotics","172","170","1695","1836","31.3","93.4","45.3","0.58","0.12","-0.34","N/A","N/A","N/A","29-19-0","0.604"
"4143","MARS/WARS","173","170","1695","1836","44","95.3","30.7","0.63","-0.06","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","40-10-0","0.800"
"111","WildStang","174","169.8","1695","1835","27.7","99","43.1","0.4","-0.03","-0.34","2026gal","Galileo Division","8","30-15-0","0.667"
"1710","The Ravonics Revolution","175","169.7","1695","1835","39.6","98.7","31.4","0.53","0.17","-0.34","2026hop","Hopper Division","8","25-17-0","0.595"
"2337","EngiNERDs","176","169.6","1695","1835","35.9","91.9","41.8","0.55","0.31","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","62-12-0","0.838"
"2659","RoboWarriors","177","169.1","1694","1834","23.4","100.6","45.2","0.46","0.31","-0.34","2026hop","Hopper Division","8","38-22-0","0.633"
"7028","Binary Battalion","178","169","1694","1833","50.7","87.6","30.7","0.29","0.03","-0.34","2026cur","Curie Division","8","32-10-0","0.762"
"1261","Robo Lions Team1261","179","169","1694","1833","27.5","93.2","48.3","0.26","0.02","-0.34","2026arc","Archimedes Division","8","35-27-0","0.565"
"2073","EagleForce","180","168.8","1693","1833","23.3","88.9","56.6","0.41","0.18","-0.34","2026dal","Daly Division","8","36-25-1","0.589"
"8267","Riptide Robotics 8267","181","168.5","1693","1832","27.7","97.8","43.1","0.32","-0.01","-0.34","2026hop","Hopper Division","8","23-17-0","0.575"
"8","Paly Robotics","182","168.2","1692","1831","36","94.7","37.5","0.5","0.18","-0.34","2026joh","Johnson Division","8","44-14-0","0.759"
"687","The Nerd Herd","183","167.8","1692","1830","37","91.2","39.6","0.28","0.2","-0.34","2026new","Newton Division","8","42-21-1","0.664"
"1189","Gearheads","184","167.1","1691","1828","37.8","92.8","36.5","0.42","0.32","-0.28","2026arc","Archimedes Division","8","36-21-0","0.632"
"1360","Orbit Robotics","185","167.1","1691","1828","25.5","91.6","49.9","0.55","0.15","-0.34","N/A","N/A","N/A","32-19-0","0.627"
"2960","Automation Nation","186","167","1690","1828","31.5","99.7","35.9","0.46","0.16","-0.34","2026arc","Archimedes Division","8","35-22-0","0.614"
"9098","FireHawks","187","166.7","1690","1827","28.1","93.6","45","0.47","0.38","-0.34","N/A","N/A","N/A","31-17-0","0.646"
"7039","❌⭕","188","165.4","1688","1823","32.9","94.6","37.8","0.31","0.25","-0.25","2026mil","Milstein Division","8","6-4-0","0.600"
"1391","The Metal Moose","189","165.1","1687","1823","30.6","102.1","32.4","0.39","0.1","-0.34","2026gal","Galileo Division","8","40-18-0","0.690"
"1699","Robocats","190","165","1687","1823","22.6","100.8","41.7","0.6","0.19","-0.34","N/A","N/A","N/A","31-19-0","0.620"
"4322","Clockwork","191","165","1687","1822","41.6","86.8","36.5","0.48","0.16","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","36-27-1","0.570"
"201","The FEDS","192","164.4","1687","1821","30.8","87.3","46.4","0.58","0.07","-0.34","2026mil","Milstein Division","8","35-26-1","0.573"
"571","Paragon Robotics","193","164.4","1687","1821","28.8","92.8","42.8","0.42","0.14","-0.34","2026cur","Curie Division","8","40-17-0","0.702"
"1787","The Flying Circuits","194","164.1","1686","1820","42.4","83.7","38","0.38","0.14","-0.34","2026hop","Hopper Division","8","28-12-0","0.700"
"2067","Apple Pi","195","164.1","1686","1820","42.4","89.3","32.4","0.47","0.12","-0.34","2026new","Newton Division","8","41-19-0","0.683"
"11415","Storm Surge","196","164.1","1686","1820","21.4","93.9","48.9","0.57","0.24","-0.34","N/A","N/A","N/A","26-19-0","0.578"
"2996","Cougars Gone Wired","197","164","1686","1820","34.6","88.5","40.8","0.53","0.25","-0.07","2026new","Newton Division","8","27-15-0","0.643"
"469","Las Guerrillas","198","163.8","1686","1819","33.8","86","44","0.39","0.28","-0.34","2026dal","Daly Division","8","42-20-0","0.677"
"1506","Metal Muscle","199","163.6","1686","1819","32","87.1","44.5","0.33","0.18","-0.34","2026gal","Galileo Division","8","32-29-0","0.525"
"494","Martians","200","163.5","1686","1819","25.4","89.9","48.2","0.53","0.24","-0.34","2026hop","Hopper Division","8","36-22-0","0.621"
"3656","Dexter Dreadbots","201","163.3","1685","1818","35.8","94.3","33.2","0.56","0.03","-0.34","2026dal","Daly Division","8","37-24-0","0.607"
"846","The Funky Monkeys","202","162.6","1685","1816","35.9","81.1","45.6","0.43","0.19","-0.34","N/A","N/A","N/A","42-21-0","0.667"
"2194","Fondy Fire","203","161.6","1683","1813","38","91.9","31.6","0.48","0.05","-0.34","2026new","Newton Division","8","40-20-0","0.667"
"4362","Gems","204","161.5","1683","1813","29.9","99.6","32","0.35","0.27","-0.34","2026mil","Milstein Division","8","44-18-0","0.710"
"9597","Luban Robotics","205","161.4","1683","1813","34.3","89.6","37.5","0.37","-0.1","-0.34","2026joh","Johnson Division","8","13-10-0","0.565"
"7183","W.A.R.","206","161","1683","1812","20.6","100","40.4","0.47","0","-0.34","2026gal","Galileo Division","8","26-13-0","0.667"
"987","HIGHROLLERS","207","160.6","1682","1811","27.7","90.6","42.4","0.36","-0.06","-0.34","2026cur","Curie Division","8","21-16-0","0.568"
"2338","Gear It Forward","208","160.5","1682","1811","31.3","86.1","43.1","0.32","0.12","-0.34","2026dal","Daly Division","8","28-13-0","0.683"
"1306","BadgerBOTS","209","160.4","1682","1810","19.7","103.4","37.4","0.23","0.12","-0.34","2026joh","Johnson Division","8","46-15-0","0.754"
"3181","Pittsford Panthers","210","159.8","1681","1809","35","90.2","34.5","0.39","-0.11","-0.34","2026cur","Curie Division","8","25-15-0","0.625"
"1619","Up-A-Creek Robotics","211","159.1","1681","1807","40.9","77.6","40.7","0.5","0.06","-0.34","2026arc","Archimedes Division","8","25-17-0","0.595"
"3501","Firebots","212","159.1","1681","1807","20.8","88.3","50","0.47","0.36","-0.34","2026gal","Galileo Division","8","32-25-0","0.561"
"6941","IronPulse Robotics","213","158.9","1680","1806","31.8","85","42.1","0.39","0.12","-0.34","2026dal","Daly Division","8","28-13-0","0.683"
"1388","Eagle Robotics","214","158.9","1680","1806","25.1","89.3","44.4","0.52","0.23","-0.34","N/A","N/A","N/A","25-21-0","0.543"
"68","Truck Town Thunder","215","158.8","1680","1806","31.7","84.4","42.7","0.37","0.2","-0.34","2026mil","Milstein Division","8","36-23-0","0.610"
"9572","CC Shambytes","216","158.7","1680","1806","30.1","77.7","50.9","0.53","0.03","-0.34","2026gal","Galileo Division","8","34-25-0","0.576"
"3966","Gryphon Command","217","158.1","1679","1804","22.6","98.9","36.5","0.34","-0.12","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","25-14-1","0.637"
"4206","Robo Vikes","218","157.9","1679","1804","27.8","94.4","35.8","0.3","0.3","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","47-28-0","0.627"
"5584","ICRobotics","219","157.9","1679","1804","21.8","101","35.1","0.63","-0.12","-0.34","N/A","N/A","N/A","15-0-0","1.000"
"3847","Spectrum   -△◅","220","157.6","1679","1803","29.1","95","33.5","0.53","0.18","-0.34","2026cur","Curie Division","8","39-27-0","0.591"
"955","Ctrl C","221","157.4","1679","1802","39.9","80.5","37.1","0.39","0.19","-0.34","2026joh","Johnson Division","8","42-21-1","0.664"
"2054","Tech Vikes","222","157","1678","1801","27","90.5","39.6","0.38","0.2","-0.34","2026gal","Galileo Division","8","36-23-0","0.610"
"88","TJ²","223","156.6","1678","1800","36.2","78.3","42.1","0.41","0.22","-0.34","2026new","Newton Division","8","36-25-0","0.590"
"8373","The Flying Octopi","224","156.6","1678","1800","21.2","86.8","48.6","0.44","0.32","-0.34","2026new","Newton Division","8","32-23-0","0.582"
"11270","Nova","225","156.5","1678","1800","36.2","81.8","38.5","0.25","0.14","-0.34","2026hop","Hopper Division","8","35-27-0","0.565"
"4915","Spartronics","226","156.3","1677","1799","28.3","90","38.1","0.32","0.23","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","45-23-0","0.662"
"294","Beach Cities Robotics","227","156.2","1677","1799","31.1","88.9","36.2","0.32","0.25","-0.34","2026cur","Curie Division","8","43-16-0","0.729"
"1498","The Polar Pilots","228","156.1","1677","1799","32.7","80.8","42.6","0.53","0.17","-0.34","2026cur","Curie Division","8","40-20-0","0.667"
"4421","FORGE Robotics","229","155.8","1677","1798","26.4","93.2","36.2","0.36","-0.05","-0.34","2026mil","Milstein Division","8","25-15-0","0.625"
"3707","TechnoDogs","230","155.2","1676","1796","25.4","77.5","52.3","0.38","-0.04","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","34-29-0","0.540"
"4611","OZone","231","155","1676","1796","33.8","81.7","39.6","0.57","0.04","-0.34","2026cur","Curie Division","8","28-13-0","0.683"
"1756","Argos","232","155","1676","1796","27.8","91.4","35.8","0.34","0.07","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","32-17-0","0.653"
"3276","TOOLCATS","233","154.1","1675","1793","36.6","87.5","29.9","0.59","-0.03","-0.34","2026new","Newton Division","8","25-15-0","0.625"
"3035","Droid Rage","234","153.8","1674","1793","28.7","79.2","45.9","0.43","0.14","-0.34","2026hop","Hopper Division","8","41-18-0","0.695"
"6152","Robo-Falcons","235","153.7","1674","1793","20","93.6","40.1","0.36","0.33","-0.34","2026hop","Hopper Division","8","31-28-0","0.525"
"3512","Spartatroniks","236","153.6","1674","1792","17.8","84.9","50.9","0.36","0.23","-0.34","2026hop","Hopper Division","8","34-22-0","0.607"
"108","SigmaC@T Robotics Team","237","153.6","1674","1792","32.6","88.9","32.1","0.59","0.05","-0.34","N/A","N/A","N/A","21-9-0","0.700"
"2240","Brute Force","238","153.3","1674","1791","35.8","84.9","32.5","0.52","0.08","-0.34","N/A","N/A","N/A","15-10-0","0.600"
"11216","FLAZIA ROBOTICS","239","153.2","1674","1791","24.8","93.2","35.2","0.6","0.16","-0.34","N/A","N/A","N/A","19-10-0","0.655"
"4403","PrepaTec - ROULT - Peñoles","240","152.4","1673","1789","32.8","86.3","33.3","0.38","-0.08","-0.34","2026arc","Archimedes Division","8","30-12-0","0.714"
"1058","PVC Pirates","241","152.2","1672","1788","42.4","83","26.8","0.41","0.09","-0.34","2026dal","Daly Division","8","36-23-0","0.610"
"236","Techno-Ticks","242","152.2","1672","1788","31.8","75.7","44.7","0.53","0.14","-0.23","N/A","N/A","N/A","35-16-0","0.686"
"287","Floyd Robotics","243","152.1","1672","1788","23.8","88.4","39.9","0.52","0","-0.34","2026mil","Milstein Division","8","25-13-0","0.658"
"2370","IBOTS","244","151.9","1672","1788","33.8","84.8","33.3","0.46","0.17","-0.34","2026new","Newton Division","8","37-22-0","0.627"
"8595","This Is How We Play","245","151.8","1672","1787","32","86.6","33.2","0.48","0.14","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","25-11-0","0.694"
"5216","E-Ville Empire","246","151.3","1671","1786","23.9","80.5","46.8","0.38","0.13","-0.34","2026new","Newton Division","8","38-24-0","0.613"
"5549","Gryphon Robotics","247","150.8","1671","1785","22.5","82.3","46","0.41","0.19","-0.34","2026new","Newton Division","8","40-19-0","0.678"
"2713","Red Hawk Robotics","248","150.8","1671","1785","19.9","100.2","30.6","0.34","0.06","-0.34","2026new","Newton Division","8","34-24-1","0.585"
"4593","Rapid Acceleration","249","150.3","1670","1783","26.8","88","35.5","0.48","-0.14","-0.34","2026arc","Archimedes Division","8","22-15-0","0.595"
"6919","The Commodores","250","150.1","1670","1783","23.7","78.7","47.6","0.51","0.06","-0.34","2026dal","Daly Division","8","47-18-0","0.723"
"1640","Sab-BOT-age","251","149.9","1670","1782","26.4","82.7","40.8","0.38","0.13","-0.34","2026mil","Milstein Division","8","37-23-0","0.617"
"6517","So-Kno Robo","252","149.6","1669","1782","33.2","84.3","32.1","0.66","0.01","-0.34","2026hop","Hopper Division","8","25-15-0","0.625"
"5937","MI Robotics","253","149.3","1669","1781","29.8","83.9","35.7","0.36","0.01","-0.34","2026dal","Daly Division","8","37-24-0","0.607"
"1023","Bedford Express","254","149.3","1669","1781","36.8","86.3","26.2","0.38","0.25","-0.34","2026gal","Galileo Division","8","33-24-1","0.578"
"5847","Ironclad","255","149.3","1669","1781","37.7","77.2","34.4","0.35","-0.02","-0.34","2026dal","Daly Division","8","31-13-0","0.705"
"3161","Tronic Titans","256","149","1669","1780","28.8","82.8","37.4","0.35","0.19","-0.34","N/A","N/A","N/A","34-14-0","0.708"
"2851","Crevolution","257","148.5","1668","1779","25.8","86.5","36.3","0.42","0.17","-0.34","2026arc","Archimedes Division","8","40-20-0","0.667"
"1792","Round Table Robotics","258","148.5","1668","1779","37","74.3","37.2","0.5","0.05","-0.34","2026joh","Johnson Division","8","46-22-0","0.676"
"3572","Wavelength","259","148.5","1668","1778","27.3","72.4","48.8","0.31","0.02","-0.34","2026arc","Archimedes Division","8","33-23-1","0.588"
"1425","Error Code Xero","260","147.9","1667","1777","23.9","89.4","34.6","0.53","0.16","-0.34","N/A","N/A","N/A","33-16-0","0.673"
"2783","Engineers of Tomorrow","261","147.7","1667","1776","26.9","89.9","31","0.5","-0.17","-0.34","2026new","Newton Division","8","31-10-0","0.756"
"1714","MORE Robotics","262","147.7","1667","1776","30","79.7","38","0.32","-0.04","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","43-20-0","0.683"
"3928","Team Neutrino","263","147.5","1667","1776","31.8","79.1","36.6","0.38","-0.11","-0.34","2026mil","Milstein Division","8","26-16-0","0.619"
"166","Chop Shop","264","147.4","1667","1776","35.7","83.4","28.3","0.48","0.07","-0.34","2026cur","Curie Division","8","39-25-0","0.609"
"2974","Walton Robotics","265","147.3","1667","1775","30.7","74","42.6","0.4","-0.03","-0.34","2026mil","Milstein Division","8","45-15-0","0.750"
"4451","ROBOTZ Garage","266","147.2","1667","1775","18.4","79.1","49.7","0.44","-0.2","-0.34","2026joh","Johnson Division","8","51-13-0","0.797"
"930","Mukwonago BEARs","267","146.7","1666","1774","16.8","82.6","47.2","0.36","-0.01","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","39-28-0","0.582"
"4655","Stateline Robotics","268","146.6","1666","1773","31.3","88.6","26.7","0.32","0","-0.34","2026gal","Galileo Division","8","30-11-0","0.732"
"179","Children of the Swamp","269","146.5","1666","1773","28.8","76.6","41.1","0.46","-0.02","-0.34","2026joh","Johnson Division","8","29-14-0","0.674"
"272","Cyber Crusaders","270","146.4","1666","1773","28.4","87.9","30.1","0.49","0.06","-0.34","2026dal","Daly Division","8","41-19-0","0.683"
"2383","Ninjineers","271","146.3","1665","1773","26.5","75.4","44.4","0.33","-0.07","-0.34","2026hop","Hopper Division","8","25-14-0","0.641"
"5114","Titanium Tigers","272","146","1665","1772","39.3","83.9","22.8","0.63","0.14","-0.34","N/A","N/A","N/A","39-12-0","0.765"
"4561","TerrorBytes","273","145.9","1665","1772","31.5","86.2","28.2","0.48","-0.07","-0.34","2026new","Newton Division","8","46-17-0","0.730"
"6436","PARS ROBOTICS","274","145","1664","1769","28.6","75.1","41.3","0.4","0.12","-0.34","2026new","Newton Division","8","28-14-0","0.667"
"2724","Avalanche Robotics","275","144.8","1664","1769","29.3","82.4","33.1","0.34","-0.1","-0.34","2026cur","Curie Division","8","44-17-0","0.721"
"6995","NOMAD","276","144.8","1664","1769","29","80.5","35.3","0.68","0.14","-0.34","N/A","N/A","N/A","31-19-0","0.620"
"686","Bovine Intervention","277","144.6","1663","1768","35.1","77.3","32.1","0.4","0.2","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","42-19-0","0.689"
"2582","PantherBots","278","144.4","1663","1768","23.9","76.4","44.2","0.37","0.07","-0.28","2026gal","Galileo Division","8","37-20-0","0.649"
"2075","Enigma Robotics","279","144.1","1663","1767","28.3","72.2","43.6","0.42","0.11","-0.34","2026arc","Archimedes Division","8","41-19-0","0.683"
"8517","Bounty Hunters","280","143.4","1662","1765","28.2","79","36.2","0.55","0.06","-0.34","N/A","N/A","N/A","33-17-0","0.660"
"6773","Max Throttle Mavericks","281","143.4","1662","1765","30.5","79.8","33","0.43","-0.07","-0.34","2026cur","Curie Division","8","36-24-0","0.600"
"2848","Rangers","282","143.4","1662","1765","20.9","79.7","42.8","0.39","0.02","-0.34","2026joh","Johnson Division","8","49-16-0","0.754"
"9245","Laker Dreadnoughts","283","143.2","1662","1764","33.2","67","43.1","0.53","0.02","-0.34","2026new","Newton Division","8","35-24-0","0.593"
"3339","BumbleB","284","142.5","1661","1763","26.7","77.1","38.7","0.13","-0.14","-0.34","2026dal","Daly Division","8","6-7-0","0.462"
"1024","Kil-A-Bytes","285","142.2","1660","1762","31.5","70.6","40.1","0.28","-0.11","-0.34","2026cur","Curie Division","8","42-20-0","0.677"
"4272","Maverick Robotics","286","142","1660","1761","27.6","76","38.4","0.51","0.08","-0.34","2026arc","Archimedes Division","8","44-17-0","0.721"
"10213","BALTA","287","141.6","1660","1760","21.9","85.4","34.3","0.61","-0.17","-0.34","2026dal","Daly Division","8","34-10-0","0.773"
"11","MORT","288","141.6","1660","1760","21.6","79.1","40.9","0.48","-0.05","-0.34","2026dal","Daly Division","8","42-24-0","0.636"
"4039","MakeShift Robotics","289","141.1","1659","1759","22.4","81.1","37.6","0.53","0.02","-0.34","N/A","N/A","N/A","32-15-0","0.681"
"131","CHAOS","290","140.8","1659","1758","24.4","68.1","48.3","0.37","0.22","-0.34","2026arc","Archimedes Division","8","26-31-0","0.456"
"2102","Team Paradox","291","140.7","1659","1758","19.5","73.2","48.1","0.34","0.08","-0.34","2026hop","Hopper Division","8","37-21-0","0.638"
"4099","The Falcons","292","140.6","1658","1757","33.5","71.9","35.1","0.37","0.09","-0.34","2026new","Newton Division","8","44-17-0","0.721"
"3674","CloverBots","293","140.3","1658","1757","29","79.1","32.2","0.62","0.08","-0.34","N/A","N/A","N/A","29-19-0","0.604"
"6017","PrepaTec - Cyberius","294","140.2","1658","1756","26.2","82.2","31.8","0.5","-0.09","-0.34","2026cmptx","FIRST Championship - FIRST Robotics Competition","8","31-16-0","0.660"
"1538","The Holy Cows","295","140","1658","1756","32","73.5","34.5","0.35","0.17","-0.34","2026dal","Daly Division","8","39-22-0","0.639"
"401","Copperhead Robotics","296","140","1658","1756","30.6","75.4","34.1","0.21","0.12","-0.34","2026hop","Hopper Division","8","35-30-0","0.538"
"1073","The Force Team","297","139.5","1657","1755","29","61.8","48.8","0.54","0.15","-0.34","2026joh","Johnson Division","8","33-24-0","0.579"
"865","WARP7","298","138.9","1656","1753","34.3","75.6","29","0.51","0.08","-0.34","N/A","N/A","N/A","19-24-0","0.442"
"2590","Nemesis","299","138.4","1656","1752","36.9","67.2","34.3","0.26","0.04","-0.34","2026gal","Galileo Division","8","35-26-0","0.574"
"548","Robostangs","300","138.2","1655","1751","19.6","74.2","44.4","0.4","0.02","-0.34","2026arc","Archimedes Division","8","34-27-0","0.557"
"5086","Cadillac Connectors","301","137.9","1655","1750","22.4","71.8","43.7","0.57","0.18","-0.34","2026hop","Hopper Division","8","36-21-0","0.632"
"422","The Mech Tech Dragons","302","137.9","1655","1750","28.5","78.8","30.6","0.26","0.05","-0.34","2026joh","Johnson Division","8","43-19-0","0.694"
"4069","Lo-Ellen Robotics","303","137.8","1655","1750","17.6","83.3","36.9","0.53","0.11","-0.34","N/A","N/A","N/A","28-19-0","0.596"
"2583","Orange Dynamite","304","137.5","1655","1749","36.4","67.1","34","0.37","0.03","-0.34","2026arc","Archimedes Division","8","38-22-0","0.633"
"9094","The Earthquakers","305","137.5","1655","1749","26.1","70.8","40.6","0.41","0.09","-0.34","2026dal","Daly Division","8","46-17-0","0.730"
